review_text,label
THIS IS A GREAT INFORMATION SOURCE.  HAS SO MANY NEW IDEAS TO USE ON YOUR CAMPING TRIP.  JUST LOVE THE NEW MOTOR HOME REVIEWS,positive
the company let my suscipt run out now it taking them 3 months to get me back on? no notice that you at the end of your year! It like they really don't want your business anyhow?,negative
ads ads ads,positive
"Wonderful magazine. Wide variety of subjects. How about some Northeast camping that's not all Maine seacoast. Talk about Upper NY, Vt., NH.",positive
"I don't know why I was asked to review this. I've yet to see a copy. Maybe someday it will come, until then it's less than one star.",negative
Great Deal and love Paula Deen's recipes which are easy and delicious.  Paula Deen is always a five rating in my opinion.,positive
I love Paula Dean and her magazine is great also and a good deal on the price from amazon,positive
"I am looking forward to receiving the magazine, BUT it's taking 2-1/2 months to receive the first issue!",positive
I enjoy the articles . The mind/brain is amazing,positive
Dense with information on a vast variety of topics. Well worth every penny.,positive
I love this magazine; it relates to everyday life with great research backup!,positive
"Love it the articles on brain physiology, chemical balances, behaviors and emotions and how they interact with society is
excellent. Content the best.",positive
I love this magazine. It is always interesting and well written.,positive
"Bought this magazine for my dad, he loves it. It comes on time every month and he eats it up as soon as it arrives.",positive
Anyone interested in how the mind works can't help but be fascinated by nearly every article in each issue.,positive
"I look forward to this magazine. Too bad it only comes every other month. If you love learning about the science of the brain, you'll want this magazine.",positive
Limited (boring) articles; too many advertisements; worthless. I will not renew.,negative
I purchased this magazine and I can not get it to show up in my kindle?  What good does it do to buy print & Kindle when you can not use it?,negative
This magazine is a must have for any coin collector.  The monthly price guide is great. The articles are informative and fun to read.,positive
"I can not rate the subscription yet, because I will not get it they say until June 2014. You would think they could get it out a little sooner then almost four months.",positive
Makes me feel like less of a man to read this stupid magazine.  Advertisements and fluff articles.  Like Martha Stewart Living and the New Yorker for suburban men.  No thanks.,negative
"I ordered wrong magazine. Thought I ordered Outdoor magazine. NOt interested in hunting, guns, etc.",negative
"Great magazine for anyone who enjoys hunting,fishing and outdoor activities.",positive
too many ad's,positive
"I really like this magazine. The price was right, so I took a chance & I really like it. I will be renewing.",positive
I have bee a reader since the 60's and it is not nearly as good as in the past! The size and content is much smaller.,positive
"Mostly it appears to be just a long advertising brochure .  Would appreciate more ""how to"" or ""did"" articles without an underlying ad theme.",negative
"great magazine. my bro loves the articles and the gift. He spends all the time he can in the woods, so this is the perfect magazine for him. yeah!",positive
I have NOT RECEIVED any copies of this magazine from the publisher as of  today's date  (01-17-2013).  It seems to take a while to get the subscription process rolling.,negative
Dont  like or want it canceled last month no refend very upset.item says cancellation still being processes for about 2 months now .,negative
I renewed this subscription on 11/30/2013 and the magazine did not get the payment until the end of January 2014.  Two months is way too long.,positive
I was pretty excited to find this magazine online and wanted to subscribe until I read ALLOW 12-16 weeks for delivery.  Columbus could have delivered the magazine sooner.,positive
